ID,Desbloqueado,Personaje,Marcas
1,0,Isaac,0,0,0,0,0,0,0,0,0,0
2,0,Magdalane,0,0,0,0,0,0,0,0,0,0
3,0,Cain,0,0,0,0,0,0,0,0,0,0
4,0,Judas,0,0,0,0,0,0,0,0,0,0
5,0,???,0,0,0,0,0,0,0,0,0,0
6,0,Eve,0,0,0,0,0,0,0,0,0,0
7,0,Samson,0,0,0,0,0,0,0,0,0,0
8,0,Azazel,0,0,0,0,0,0,0,0,0,0
9,0,Lazarus,0,0,0,0,0,0,0,0,0,0
10,0,Eden,0,0,0,0,0,0,0,0,0,0
11,0,The Lost,0,0,0,0,0,0,0,0,0,0
12,0,Lilith,0,0,0,0,0,0,0,0,0,0
13,0,The Keeper,0,0,0,0,0,0,0,0,0,0
14,0,Apollyon,0,0,0,0,0,0,0,0,0,0
15,0,The Forgotten,0,0,0,0,0,0,0,0,0,0
